batsman,batsman_hand,batsman_style,batsman_form,bowler,bowler_type,bowler_form,venue,weather,inning,overs,wickets,runs_needed,balls_remaining,current_run_rate,required_run_rate,ball_age,ball_type,bowling_speed_kph,bowling_path_type,pitch_line,pitch_length,batsman_reaction,shot_contact,runs_scored,is_wicket,win_probability_after
Virat Kohli,Right,Anchor,0.92,Jasprit Bumrah,Fast,0.96,Wankhede Stadium (Mumbai),Humid,1,10.6,5,0,54,9.06,0.0,10.6,White Kookaburra,141.3,In-swinger,Outside Off,Good Length,Defensive,Weak,1,0,0.19415259167039317
Suryakumar Yadav,Right,Aggressive,0.94,Yuzvendra Chahal,LegSpin,0.78,Wankhede Stadium (Mumbai),Overcast,1,13.6,6,0,36,7.94,0.0,13.6,SG Test,87.2,Leg-break,Outside Off,Good Length,Lofted Shot,Solid,1,0,0.15
Suryakumar Yadav,Right,Aggressive,0.94,Ravindra Jadeja,Ortho,0.86,Eden Gardens (Kolkata),Night (Dew),2,5.5,2,152,85,9.09,10.73,5.5,Pink Ball,87.7,Off-break,On the Off Stump,Good Length,Drive,Solid,6,0,0.8569272765199193
MS Dhoni,Right,Finisher,0.86,Ravindra Jadeja,Ortho,0.86,Narendra Modi Stadium (Ahmedabad),Humid,1,0.4,1,0,116,7.5,0.0,0.4,Pink Ball,91.2,Normal,Outside Off,Good Length,Drive,Edge,0,0,0.28648853245736305
Rishabh Pant,Left,Aggressive,0.78,Mitchell Starc,LeftArmFast,0.82,HPCA Stadium (Dharamshala),Overcast,1,12.6,7,0,42,8.02,0.0,12.6,White Kookaburra,140.1,Bouncer,Outside Off,Short,Defensive,Solid,6,0,0.15
Rohit Sharma,Right,Aggressive,0.82,Rashid Khan,LegSpin,0.9,Wankhede Stadium (Mumbai),Sunny,1,1.6,1,0,108,9.38,0.0,1.6,SG Test,94.4,Leg-break,Middle Stump,Good Length,Drive,Edge,0,0,0.4783260906587497
Shubman Gill,Right,Anchor,0.85,Yuzvendra Chahal,LegSpin,0.78,M. A. Chidambaram Stadium (Chennai),Night (Dew),1,5.3,2,0,87,8.68,0.0,5.3,White Kookaburra,82.0,Normal,Outside Leg,Good Length,Glance,Weak,0,0,0.44246432152727244
Rishabh Pant,Left,Aggressive,0.78,Ravindra Jadeja,Ortho,0.86,HPCA Stadium (Dharamshala),Night (Dew),1,6.2,3,0,82,6.94,0.0,6.2,Pink Ball,94.1,Normal,Leg Stump,Full,Sweep,Solid,2,0,0.18243795300628807
Rishabh Pant,Left,Aggressive,0.78,Yuzvendra Chahal,LegSpin,0.78,M. Chinnaswamy Stadium (Bengaluru),Sunny,1,16.4,9,0,20,9.15,0.0,16.4,White Kookaburra,87.1,Normal,On the Off Stump,Good Length,Defensive,Solid,4,0,0.15
Shubman Gill,Right,Anchor,0.85,Mitchell Starc,LeftArmFast,0.82,M. A. Chidambaram Stadium (Chennai),Night (Dew),2,3.6,1,137,96,9.44,8.56,3.6,White Kookaburra,139.7,In-swinger,Middle Stump,Good Length,Defensive,Weak,0,1,0.9161828980101346
Suryakumar Yadav,Right,Aggressive,0.94,Rashid Khan,LegSpin,0.9,M. A. Chidambaram Stadium (Chennai),Humid,2,17.1,8,49,17,7.89,17.29,17.1,Pink Ball,71.5,Cutter,Outside Off,Full,Lofted Shot,Edge,1,0,0.03557118927263618
MS Dhoni,Right,Finisher,0.86,Mitchell Starc,LeftArmFast,0.82,Narendra Modi Stadium (Ahmedabad),Night (Dew),2,8.3,5,95,69,8.8,8.26,8.3,SG Test,144.0,In-swinger,On the Off Stump,Full,Drive,Solid,2,0,0.798338344270029
MS Dhoni,Right,Finisher,0.86,Mitchell Starc,LeftArmFast,0.82,Wankhede Stadium (Mumbai),Sunny,2,16.1,9,56,23,7.2,14.61,16.1,Pink Ball,141.9,In-swinger,Outside Off,Good Length,Drive,Weak,1,0,0.06598900949121879
Virat Kohli,Right,Anchor,0.92,Jasprit Bumrah,Fast,0.96,HPCA Stadium (Dharamshala),Humid,2,14.3,8,32,33,8.39,5.82,14.3,White Kookaburra,144.9,Bouncer,Middle Stump,Short,Lofted Shot,Edge,1,0,0.7242466091747939
Rishabh Pant,Left,Aggressive,0.78,Ravindra Jadeja,Ortho,0.86,HPCA Stadium (Dharamshala),Humid,1,9.5,5,0,61,8.74,0.0,9.5,SG Test,65.8,Cutter,Outside Off,Good Length,Slog,Missed,0,0,0.2217063735711911
Virat Kohli,Right,Anchor,0.92,Rashid Khan,LegSpin,0.9,Rajiv Gandhi International Stadium (Hyderabad),Overcast,2,16.4,9,74,20,7.5,22.2,16.4,Pink Ball,100.8,Leg-break,On the Off Stump,Good Length,Drive,Edge,0,1,0.0
Shubman Gill,Right,Anchor,0.85,Yuzvendra Chahal,LegSpin,0.78,Wankhede Stadium (Mumbai),Overcast,1,1.2,0,0,112,9.17,0.0,1.2,White Kookaburra,79.8,Leg-break,Outside Leg,Good Length,Glance,Edge,0,0,0.5231189198955811
Rohit Sharma,Right,Aggressive,0.82,Yuzvendra Chahal,LegSpin,0.78,Wankhede Stadium (Mumbai),Humid,1,3.3,1,0,99,7.58,0.0,3.3,SG Test,78.2,Normal,Outside Off,Full,Drive,Edge,0,0,0.27188430448436535
Virat Kohli,Right,Anchor,0.92,Jasprit Bumrah,Fast,0.96,Rajiv Gandhi International Stadium (Hyderabad),Overcast,2,8.3,4,103,69,7.95,8.96,8.3,Pink Ball,138.6,In-swinger,Outside Off,Good Length,Defensive,Weak,0,0,0.8052000540360934
Rishabh Pant,Left,Aggressive,0.78,Rashid Khan,LegSpin,0.9,M. Chinnaswamy Stadium (Bengaluru),Night (Dew),1,4.1,2,0,95,9.76,0.0,4.1,White Kookaburra,92.1,Googly,Middle Stump,Good Length,Defensive,Weak,1,0,0.36679293651841527
Shubman Gill,Right,Anchor,0.85,Rashid Khan,LegSpin,0.9,Wankhede Stadium (Mumbai),Humid,1,18.2,9,0,10,8.63,0.0,18.2,Pink Ball,97.5,Leg-break,Outside Off,Good Length,Defensive,Weak,1,0,0.15
Shubman Gill,Right,Anchor,0.85,Yuzvendra Chahal,LegSpin,0.78,M. A. Chidambaram Stadium (Chennai),Sunny,2,3.3,1,144,99,10.3,8.73,3.3,Pink Ball,83.6,Leg-break,Outside Off,Short,Pull/Hook,Edge,4,0,0.9426758241011313
Suryakumar Yadav,Right,Aggressive,0.94,Rashid Khan,LegSpin,0.9,Eden Gardens (Kolkata),Night (Dew),2,3.1,4,157,101,6.45,9.33,3.1,Pink Ball,96.9,Leg-break,Outside Off,Short,Lofted Shot,Weak,1,0,0.7964090334655752
Rishabh Pant,Left,Aggressive,0.78,Yuzvendra Chahal,LegSpin,0.78,Arun Jaitley Stadium (Delhi),Night (Dew),1,14.4,7,0,32,7.08,0.0,14.4,White Kookaburra,79.6,Leg-break,Outside Off,Short,Defensive,Solid,2,0,0.15
Shubman Gill,Right,Anchor,0.85,Ravindra Jadeja,Ortho,0.86,Narendra Modi Stadium (Ahmedabad),Night (Dew),1,12.5,7,0,43,8.8,0.0,12.5,Pink Ball,74.6,Cutter,On the Off Stump,Full,Defensive,Weak,2,0,0.15
Rohit Sharma,Right,Aggressive,0.82,Mitchell Starc,LeftArmFast,0.82,M. Chinnaswamy Stadium (Bengaluru),Night (Dew),2,15.6,7,14,24,11.15,3.5,15.6,SG Test,140.9,Out-swinger,Outside Off,Short,Pull/Hook,Weak,0,1,0.8524237952182633
Rohit Sharma,Right,Aggressive,0.82,Jasprit Bumrah,Fast,0.96,Narendra Modi Stadium (Ahmedabad),Humid,1,17.4,9,0,14,7.59,0.0,17.4,White Kookaburra,150.1,Yorker,Middle Stump,Yorker,Defensive,Weak,1,0,0.15
Rohit Sharma,Right,Aggressive,0.82,Ravindra Jadeja,Ortho,0.86,Wankhede Stadium (Mumbai),Sunny,1,0.1,0,0,119,10.0,0.0,0.1,Pink Ball,89.3,Off-break,Middle Stump,Full,Slog,Weak,2,0,0.6399160967377341
Shubman Gill,Right,Anchor,0.85,Mitchell Starc,LeftArmFast,0.82,Eden Gardens (Kolkata),Overcast,1,18.4,9,0,8,10.38,0.0,18.4,White Kookaburra,142.5,In-swinger,Outside Off,Good Length,Drive,Solid,1,0,0.15
Shubman Gill,Right,Anchor,0.85,Mitchell Starc,LeftArmFast,0.82,HPCA Stadium (Dharamshala),Overcast,2,18.5,9,1,7,8.27,0.86,18.5,Pink Ball,141.3,In-swinger,Outside Off,Good Length,Drive,Edge,0,0,0.9046505351008904
Virat Kohli,Right,Anchor,0.92,Jasprit Bumrah,Fast,0.96,M. A. Chidambaram Stadium (Chennai),Sunny,1,1.1,0,0,113,6.36,0.0,1.1,SG Test,141.4,Yorker,Middle Stump,Yorker,Defensive,Weak,0,0,0.309170530929853
Rohit Sharma,Right,Aggressive,0.82,Jasprit Bumrah,Fast,0.96,Narendra Modi Stadium (Ahmedabad),Overcast,1,9.4,6,0,62,9.47,0.0,9.4,White Kookaburra,145.0,Bouncer,Outside Off,Short,Pull/Hook,Edge,1,0,0.19786901173529906
MS Dhoni,Right,Finisher,0.86,Ravindra Jadeja,Ortho,0.86,M. Chinnaswamy Stadium (Bengaluru),Overcast,1,15.2,7,0,28,8.22,0.0,15.2,SG Test,70.3,Cutter,Middle Stump,Good Length,Slog,Weak,2,0,0.15
Rishabh Pant,Left,Aggressive,0.78,Ravindra Jadeja,Ortho,0.86,Rajiv Gandhi International Stadium (Hyderabad),Overcast,2,16.2,9,19,22,9.88,5.18,16.2,White Kookaburra,72.7,Cutter,Outside Off,Good Length,Lofted Shot,Missed,0,0,0.668187772168166
Rohit Sharma,Right,Aggressive,0.82,Yuzvendra Chahal,LegSpin,0.78,Arun Jaitley Stadium (Delhi),Night (Dew),2,10.5,5,107,55,6.67,11.67,10.5,Pink Ball,87.6,Leg-break,Middle Stump,Good Length,Defensive,Solid,1,0,0.5274169161683472
Shubman Gill,Right,Anchor,0.85,Jasprit Bumrah,Fast,0.96,Eden Gardens (Kolkata),Overcast,1,18.3,9,0,9,10.38,0.0,18.3,White Kookaburra,143.0,Bouncer,Leg Stump,Short,Defensive,Weak,0,0,0.15
Suryakumar Yadav,Right,Aggressive,0.94,Mitchell Starc,LeftArmFast,0.82,Rajiv Gandhi International Stadium (Hyderabad),Humid,1,1.6,0,0,108,6.88,0.0,1.6,SG Test,140.5,Out-swinger,On the Off Stump,Full,Drive,Solid,4,0,0.3061883692267362
MS Dhoni,Right,Finisher,0.86,Rashid Khan,LegSpin,0.9,Wankhede Stadium (Mumbai),Humid,1,4.2,3,0,94,8.57,0.0,4.2,White Kookaburra,95.1,Leg-break,Leg Stump,Good Length,Slog,Edge,1,0,0.25299383196405667
Suryakumar Yadav,Right,Aggressive,0.94,Ravindra Jadeja,Ortho,0.86,M. Chinnaswamy Stadium (Bengaluru),Overcast,1,1.3,0,0,111,9.23,0.0,1.3,White Kookaburra,67.5,Cutter,Outside Leg,Full,Sweep,Weak,0,0,0.44294747636803566
Virat Kohli,Right,Anchor,0.92,Ravindra Jadeja,Ortho,0.86,Eden Gardens (Kolkata),Night (Dew),1,17.6,9,0,12,9.03,0.0,17.6,Pink Ball,89.5,Normal,Outside Off,Short,Lofted Shot,Edge,0,1,0.15
Virat Kohli,Right,Anchor,0.92,Ravindra Jadeja,Ortho,0.86,HPCA Stadium (Dharamshala),Night (Dew),1,14.6,7,0,30,8.56,0.0,14.6,SG Test,90.7,Off-break,Middle Stump,Full,Glance,Weak,1,0,0.15
Rohit Sharma,Right,Aggressive,0.82,Jasprit Bumrah,Fast,0.96,Arun Jaitley Stadium (Delhi),Overcast,2,1.6,0,167,108,8.12,9.28,1.6,SG Test,144.8,Out-swinger,Outside Off,Good Length,Drive,Weak,1,0,0.9498866905921434
Suryakumar Yadav,Right,Aggressive,0.94,Jasprit Bumrah,Fast,0.96,M. A. Chidambaram Stadium (Chennai),Humid,1,11.2,6,0,52,7.86,0.0,11.2,Pink Ball,151.7,Bouncer,Middle Stump,Short,Defensive,Weak,0,0,0.15
Rohit Sharma,Right,Aggressive,0.82,Mitchell Starc,LeftArmFast,0.82,HPCA Stadium (Dharamshala),Night (Dew),1,0.5,0,0,115,8.0,0.0,0.5,Pink Ball,143.9,Out-swinger,Outside Leg,Good Length,Slog,Weak,0,0,0.46879062662624377
Shubman Gill,Right,Anchor,0.85,Jasprit Bumrah,Fast,0.96,Narendra Modi Stadium (Ahmedabad),Overcast,1,15.6,8,0,24,9.49,0.0,15.6,Pink Ball,148.0,Bouncer,Outside Off,Short,Pull/Hook,Missed,0,0,0.15
Suryakumar Yadav,Right,Aggressive,0.94,Rashid Khan,LegSpin,0.9,HPCA Stadium (Dharamshala),Overcast,2,15.4,9,68,26,6.3,15.69,15.4,White Kookaburra,73.0,Cutter,Outside Off,Full,Lofted Shot,Solid,4,0,0.05863495372802786
MS Dhoni,Right,Finisher,0.86,Mitchell Starc,LeftArmFast,0.82,Rajiv Gandhi International Stadium (Hyderabad),Sunny,2,6.5,3,116,79,8.92,8.81,6.5,White Kookaburra,144.5,In-swinger,Outside Off,Full,Defensive,Weak,1,0,0.8703262153750326
Shubman Gill,Right,Anchor,0.85,Jasprit Bumrah,Fast,0.96,M. A. Chidambaram Stadium (Chennai),Sunny,1,10.5,6,0,55,7.33,0.0,10.5,White Kookaburra,150.4,Out-swinger,Leg Stump,Full,Defensive,Weak,0,0,0.15
Rohit Sharma,Right,Aggressive,0.82,Rashid Khan,LegSpin,0.9,Arun Jaitley Stadium (Delhi),Overcast,1,11.6,5,0,48,7.41,0.0,11.6,White Kookaburra,92.1,Googly,On the Off Stump,Good Length,Drive,Missed,0,1,0.15
Virat Kohli,Right,Anchor,0.92,Rashid Khan,LegSpin,0.9,Eden Gardens (Kolkata),Humid,2,9.1,4,88,65,8.57,8.12,9.1,White Kookaburra,98.6,Leg-break,Middle Stump,Good Length,Drive,Edge,0,0,0.8471602646256321
Rohit Sharma,Right,Aggressive,0.82,Ravindra Jadeja,Ortho,0.86,Eden Gardens (Kolkata),Overcast,1,5.4,2,0,86,8.15,0.0,5.4,SG Test,86.0,Normal,Outside Off,Good Length,Drive,Missed,0,0,0.26665380811071254
Suryakumar Yadav,Right,Aggressive,0.94,Jasprit Bumrah,Fast,0.96,Rajiv Gandhi International Stadium (Hyderabad),Humid,1,13.6,6,0,36,9.71,0.0,13.6,White Kookaburra,145.3,Out-swinger,Middle Stump,Full,Drive,Weak,0,0,0.2146492723652507
Shubman Gill,Right,Anchor,0.85,Yuzvendra Chahal,LegSpin,0.78,M. Chinnaswamy Stadium (Bengaluru),Overcast,2,8.5,6,139,67,7.53,12.45,8.5,Pink Ball,85.3,Normal,Middle Stump,Good Length,Glance,Weak,0,0,0.34916143022235885
Virat Kohli,Right,Anchor,0.92,Rashid Khan,LegSpin,0.9,M. Chinnaswamy Stadium (Bengaluru),Night (Dew),2,10.6,5,92,54,9.53,10.22,10.6,White Kookaburra,92.8,Leg-break,Middle Stump,Full,Glance,Solid,4,0,0.6781335522228324
Rishabh Pant,Left,Aggressive,0.78,Ravindra Jadeja,Ortho,0.86,Narendra Modi Stadium (Ahmedabad),Sunny,2,2.5,1,168,103,11.2,9.79,2.5,Pink Ball,91.3,Normal,Outside Off,Full,Slog,Missed,0,0,0.9122303263446662
Rohit Sharma,Right,Aggressive,0.82,Yuzvendra Chahal,LegSpin,0.78,Eden Gardens (Kolkata),Humid,2,1.4,0,184,110,9.29,10.04,1.4,SG Test,84.4,Googly,Leg Stump,Good Length,Defensive,Weak,0,0,0.93432130983171
Shubman Gill,Right,Anchor,0.85,Mitchell Starc,LeftArmFast,0.82,M. A. Chidambaram Stadium (Chennai),Humid,1,17.4,9,0,14,6.49,0.0,17.4,Pink Ball,138.2,In-swinger,Middle Stump,Good Length,Drive,Edge,1,0,0.15
Virat Kohli,Right,Anchor,0.92,Yuzvendra Chahal,LegSpin,0.78,M. A. Chidambaram Stadium (Chennai),Night (Dew),1,14.4,7,0,32,8.75,0.0,14.4,White Kookaburra,86.8,Googly,On the Off Stump,Short,Defensive,Weak,0,0,0.1531096799948794
Shubman Gill,Right,Anchor,0.85,Mitchell Starc,LeftArmFast,0.82,Arun Jaitley Stadium (Delhi),Night (Dew),2,1.1,0,165,113,8.18,8.76,1.1,SG Test,149.9,Yorker,Outside Off,Yorker,Drive,Edge,1,0,0.9591836569812086
Rohit Sharma,Right,Aggressive,0.82,Mitchell Starc,LeftArmFast,0.82,Arun Jaitley Stadium (Delhi),Humid,2,15.6,8,71,24,5.58,17.75,15.6,White Kookaburra,145.4,Out-swinger,Leg Stump,Good Length,Defensive,Weak,0,0,0.029811137361262476
Shubman Gill,Right,Anchor,0.85,Rashid Khan,LegSpin,0.9,M. Chinnaswamy Stadium (Bengaluru),Night (Dew),1,14.2,7,0,34,10.92,0.0,14.2,Pink Ball,96.0,Leg-break,Middle Stump,Short,Pull/Hook,Weak,1,0,0.18505010599187835
Rohit Sharma,Right,Aggressive,0.82,Rashid Khan,LegSpin,0.9,M. A. Chidambaram Stadium (Chennai),Sunny,1,4.6,3,0,90,9.35,0.0,4.6,SG Test,94.8,Leg-break,Middle Stump,Good Length,Drive,Missed,0,0,0.44970195260989637
Virat Kohli,Right,Anchor,0.92,Ravindra Jadeja,Ortho,0.86,Wankhede Stadium (Mumbai),Night (Dew),2,10.3,5,95,57,6.6,10.0,10.3,SG Test,71.4,Cutter,Leg Stump,Full,Glance,Solid,2,0,0.6840614456522569
Shubman Gill,Right,Anchor,0.85,Yuzvendra Chahal,LegSpin,0.78,Rajiv Gandhi International Stadium (Hyderabad),Sunny,1,10.5,5,0,55,8.86,0.0,10.5,White Kookaburra,85.4,Normal,On the Off Stump,Good Length,Defensive,Weak,0,0,0.19065650703636672
Suryakumar Yadav,Right,Aggressive,0.94,Rashid Khan,LegSpin,0.9,Narendra Modi Stadium (Ahmedabad),Sunny,1,6.1,3,0,83,9.51,0.0,6.1,White Kookaburra,98.0,Googly,On the Off Stump,Full,Drive,Weak,1,0,0.38426127522861037
Rishabh Pant,Left,Aggressive,0.78,Yuzvendra Chahal,LegSpin,0.78,Arun Jaitley Stadium (Delhi),Night (Dew),2,6.6,3,103,78,8.79,7.92,6.6,Pink Ball,81.1,Googly,Leg Stump,Good Length,Defensive,Weak,0,0,0.9022879742404826
Rohit Sharma,Right,Aggressive,0.82,Mitchell Starc,LeftArmFast,0.82,Wankhede Stadium (Mumbai),Sunny,2,11.4,6,105,50,7.02,12.6,11.4,Pink Ball,147.4,Out-swinger,Outside Off,Good Length,Slog,Weak,1,0,0.34138172080106055
MS Dhoni,Right,Finisher,0.86,Yuzvendra Chahal,LegSpin,0.78,HPCA Stadium (Dharamshala),Overcast,2,10.3,6,78,57,6.5,8.21,10.3,Pink Ball,82.4,Googly,On the Off Stump,Full,Drive,Weak,0,0,0.7057850278370114
MS Dhoni,Right,Finisher,0.86,Rashid Khan,LegSpin,0.9,M. Chinnaswamy Stadium (Bengaluru),Night (Dew),2,13.4,6,98,38,8.81,15.47,13.4,SG Test,98.1,Googly,Middle Stump,Good Length,Defensive,Weak,0,0,0.15056683860318254
Suryakumar Yadav,Right,Aggressive,0.94,Jasprit Bumrah,Fast,0.96,Arun Jaitley Stadium (Delhi),Overcast,2,3.3,1,124,99,6.67,7.52,3.3,SG Test,145.7,In-swinger,On the Off Stump,Good Length,Drive,Edge,1,0,0.959467943053934
Suryakumar Yadav,Right,Aggressive,0.94,Ravindra Jadeja,Ortho,0.86,Wankhede Stadium (Mumbai),Humid,2,9.5,4,113,61,9.37,11.11,9.5,White Kookaburra,66.8,Cutter,Outside Off,Full,Drive,Edge,0,0,0.6558828412078136
Rohit Sharma,Right,Aggressive,0.82,Mitchell Starc,LeftArmFast,0.82,Rajiv Gandhi International Stadium (Hyderabad),Overcast,2,10.2,6,67,58,9.31,6.93,10.2,Pink Ball,144.2,Out-swinger,On the Off Stump,Full,Defensive,Weak,1,0,0.7971249310813159
Virat Kohli,Right,Anchor,0.92,Jasprit Bumrah,Fast,0.96,Wankhede Stadium (Mumbai),Humid,2,18.4,9,15,8,8.59,11.25,18.4,White Kookaburra,144.0,Out-swinger,Middle Stump,Full,Glance,Edge,0,0,0.13010847436299788
Shubman Gill,Right,Anchor,0.85,Jasprit Bumrah,Fast,0.96,Rajiv Gandhi International Stadium (Hyderabad),Sunny,2,1.4,1,153,110,7.86,8.35,1.4,Pink Ball,141.8,Bouncer,Leg Stump,Short,Pull/Hook,Missed,0,0,0.9454371197242982
Virat Kohli,Right,Anchor,0.92,Mitchell Starc,LeftArmFast,0.82,Narendra Modi Stadium (Ahmedabad),Humid,1,11.5,7,0,49,7.57,0.0,11.5,Pink Ball,136.7,Out-swinger,Outside Off,Good Length,Drive,Weak,1,0,0.15
Rohit Sharma,Right,Aggressive,0.82,Yuzvendra Chahal,LegSpin,0.78,Narendra Modi Stadium (Ahmedabad),Night (Dew),2,16.6,9,39,18,6.99,13.0,16.6,Pink Ball,81.5,Googly,Outside Off,Full,Defensive,Weak,1,0,0.11444525963104989
MS Dhoni,Right,Finisher,0.86,Ravindra Jadeja,Ortho,0.86,M. Chinnaswamy Stadium (Bengaluru),Overcast,1,1.5,0,0,109,10.67,0.0,1.5,White Kookaburra,67.2,Cutter,Middle Stump,Good Length,Defensive,Weak,0,0,0.6129845222459613
MS Dhoni,Right,Finisher,0.86,Rashid Khan,LegSpin,0.9,Eden Gardens (Kolkata),Humid,2,14.5,8,64,31,8.0,12.39,14.5,SG Test,98.8,Leg-break,On the Off Stump,Good Length,Drive,Missed,0,0,0.1854274192929822
Shubman Gill,Right,Anchor,0.85,Ravindra Jadeja,Ortho,0.86,Eden Gardens (Kolkata),Overcast,1,15.6,7,0,24,9.74,0.0,15.6,Pink Ball,72.6,Cutter,Outside Off,Good Length,Drive,Edge,1,0,0.1571948067902653
Suryakumar Yadav,Right,Aggressive,0.94,Jasprit Bumrah,Fast,0.96,Wankhede Stadium (Mumbai),Night (Dew),2,13.2,7,83,40,8.41,12.45,13.2,White Kookaburra,145.5,Yorker,Middle Stump,Yorker,Defensive,Missed,0,1,0.1963554126023949
Rohit Sharma,Right,Aggressive,0.82,Ravindra Jadeja,Ortho,0.86,M. A. Chidambaram Stadium (Chennai),Sunny,2,10.6,7,56,54,7.74,6.22,10.6,SG Test,87.0,Normal,Middle Stump,Full,Drive,Missed,0,0,0.7651512928899005
Rishabh Pant,Left,Aggressive,0.78,Ravindra Jadeja,Ortho,0.86,Narendra Modi Stadium (Ahmedabad),Overcast,1,10.1,5,0,59,9.9,0.0,10.1,White Kookaburra,91.3,Normal,On the Off Stump,Good Length,Defensive,Weak,1,0,0.29421497216298875
Virat Kohli,Right,Anchor,0.92,Jasprit Bumrah,Fast,0.96,Eden Gardens (Kolkata),Overcast,1,11.2,5,0,52,9.46,0.0,11.2,White Kookaburra,139.9,In-swinger,On the Off Stump,Full,Defensive,Weak,0,0,0.2208161335198852
Virat Kohli,Right,Anchor,0.92,Rashid Khan,LegSpin,0.9,Eden Gardens (Kolkata),Humid,1,3.1,1,0,101,7.42,0.0,3.1,Pink Ball,101.4,Leg-break,Outside Leg,Full,Drive,Weak,1,0,0.2598977630595454
Suryakumar Yadav,Right,Aggressive,0.94,Mitchell Starc,LeftArmFast,0.82,Arun Jaitley Stadium (Delhi),Overcast,1,14.6,7,0,30,8.97,0.0,14.6,White Kookaburra,144.6,Bouncer,Middle Stump,Short,Ramp/Scoop,Weak,1,0,0.15
MS Dhoni,Right,Finisher,0.86,Ravindra Jadeja,Ortho,0.86,M. A. Chidambaram Stadium (Chennai),Sunny,2,1.6,2,153,108,8.75,8.5,1.6,White Kookaburra,72.8,Cutter,Outside Off,Full,Slog,Edge,0,0,0.9166132544297982
MS Dhoni,Right,Finisher,0.86,Rashid Khan,LegSpin,0.9,M. A. Chidambaram Stadium (Chennai),Humid,1,15.4,8,0,26,9.42,0.0,15.4,White Kookaburra,98.2,Leg-break,On the Off Stump,Full,Drive,Missed,0,0,0.15762586160469388
Rishabh Pant,Left,Aggressive,0.78,Mitchell Starc,LeftArmFast,0.82,M. A. Chidambaram Stadium (Chennai),Humid,2,11.6,6,73,48,7.16,9.12,11.6,White Kookaburra,137.2,Out-swinger,Outside Off,Good Length,Slog,Edge,4,0,0.6719507449300948
Rishabh Pant,Left,Aggressive,0.78,Ravindra Jadeja,Ortho,0.86,HPCA Stadium (Dharamshala),Sunny,2,0.5,0,169,115,8.0,8.82,0.5,White Kookaburra,94.9,Normal,Leg Stump,Short,Defensive,Weak,1,0,0.9571093238549204
MS Dhoni,Right,Finisher,0.86,Rashid Khan,LegSpin,0.9,Wankhede Stadium (Mumbai),Humid,2,6.6,4,110,78,8.79,8.46,6.6,Pink Ball,73.2,Cutter,Outside Off,Full,Ramp/Scoop,Edge,0,0,0.8320183851339245
Shubman Gill,Right,Anchor,0.85,Ravindra Jadeja,Ortho,0.86,Arun Jaitley Stadium (Delhi),Humid,2,16.4,8,47,20,8.29,14.1,16.4,Pink Ball,95.8,Normal,Outside Off,Full,Defensive,Solid,1,0,0.11064097309428664
Suryakumar Yadav,Right,Aggressive,0.94,Rashid Khan,LegSpin,0.9,Wankhede Stadium (Mumbai),Overcast,2,2.4,1,173,104,11.67,9.98,2.4,SG Test,99.0,Leg-break,Outside Off,Full,Drive,Weak,1,0,0.9083126213411984
Shubman Gill,Right,Anchor,0.85,Jasprit Bumrah,Fast,0.96,Rajiv Gandhi International Stadium (Hyderabad),Night (Dew),1,18.2,9,0,10,7.53,0.0,18.2,SG Test,151.2,Yorker,Middle Stump,Yorker,Drive,Edge,4,0,0.15
Shubman Gill,Right,Anchor,0.85,Mitchell Starc,LeftArmFast,0.82,Arun Jaitley Stadium (Delhi),Night (Dew),2,1.4,0,164,110,10.0,8.95,1.4,Pink Ball,145.4,In-swinger,On the Off Stump,Good Length,Drive,Solid,2,0,0.9573400894539933
Rohit Sharma,Right,Aggressive,0.82,Jasprit Bumrah,Fast,0.96,M. A. Chidambaram Stadium (Chennai),Night (Dew),1,3.6,1,0,96,6.67,0.0,3.6,White Kookaburra,120.6,Cutter,Outside Off,Good Length,Drive,Edge,0,0,0.27916142963883217
Shubman Gill,Right,Anchor,0.85,Mitchell Starc,LeftArmFast,0.82,HPCA Stadium (Dharamshala),Overcast,1,12.5,7,0,43,9.68,0.0,12.5,Pink Ball,140.7,Yorker,Middle Stump,Yorker,Defensive,Solid,4,0,0.21670031501095902
Virat Kohli,Right,Anchor,0.92,Jasprit Bumrah,Fast,0.96,HPCA Stadium (Dharamshala),Humid,2,5.3,2,125,87,6.23,8.62,5.3,Pink Ball,150.5,Out-swinger,Outside Off,Good Length,Drive,Missed,0,0,0.9127492003692366
MS Dhoni,Right,Finisher,0.86,Ravindra Jadeja,Ortho,0.86,HPCA Stadium (Dharamshala),Night (Dew),2,2.3,2,140,105,8.7,8.0,2.3,SG Test,89.6,Off-break,Middle Stump,Full,Slog,Solid,1,0,0.9309432205329065
Shubman Gill,Right,Anchor,0.85,Yuzvendra Chahal,LegSpin,0.78,M. Chinnaswamy Stadium (Bengaluru),Sunny,1,14.3,7,0,33,9.58,0.0,14.3,SG Test,79.4,Normal,Middle Stump,Good Length,Glance,Weak,1,0,0.15
MS Dhoni,Right,Finisher,0.86,Ravindra Jadeja,Ortho,0.86,HPCA Stadium (Dharamshala),Night (Dew),1,18.6,9,0,6,6.72,0.0,18.6,SG Test,90.5,Normal,Outside Off,Full,Defensive,Weak,0,0,0.15
Rishabh Pant,Left,Aggressive,0.78,Mitchell Starc,LeftArmFast,0.82,Rajiv Gandhi International Stadium (Hyderabad),Night (Dew),2,11.6,6,94,48,6.29,11.75,11.6,SG Test,143.6,In-swinger,Middle Stump,Short,Defensive,Missed,0,0,0.4090243803316261
